change_type,diff_path,depth
values_changed,root['children'][1]['text'],3
values_changed,root['text'],1
values_changed,root['children'][1]['children'][1],4
values_changed,root['children'][1]['children'][0],4
values_changed,root['children'][4]['children'][2]['tag'],5
values_changed,root['children'][4]['children'][2]['attrs'],5
values_changed,root['children'][4]['children'][2]['text'],5
values_changed,root['children'][4]['children'][1]['tag'],5
values_changed,root['children'][4]['children'][1]['attrs'],5
values_changed,root['children'][4]['children'][1]['text'],5
values_changed,root['children'][4]['text'],3
values_changed,root['text'],1
values_changed,root['children'][4]['children'][2]['children'][16],6
values_changed,root['children'][4]['children'][2]['children'][17],6
values_changed,root['children'][4]['children'][1]['children'][9],6
values_changed,root['children'][4]['children'][2]['children'][11],6
values_changed,root['children'][4]['children'][1]['children'][7],6
values_changed,root['children'][4]['children'][1]['children'][1],6
values_changed,root['children'][4]['children'][2]['children'][24],6
values_changed,root['children'][4]['children'][1]['children'][4],6
values_changed,root['children'][4]['children'][2]['children'][21],6
values_changed,root['children'][4]['children'][2]['children'][7],6
values_changed,root['children'][4]['children'][2]['children'][22],6
values_changed,root['children'][4]['children'][2]['children'][19],6
values_changed,root['children'][4]['children'][1]['children'][2],6
values_changed,root['children'][4]['children'][2]['children'][23],6
values_changed,root['children'][4]['children'][1]['children'][0],6
values_changed,root['children'][4]['children'][2]['children'][3],6
values_changed,root['children'][4]['children'][2]['children'][12],6
values_changed,root['children'][4]['children'][2]['children'][13],6
values_changed,root['children'][4]['children'][2]['children'][2],6
values_changed,root['children'][4]['children'][1]['children'][12],6
values_changed,root['children'][4]['children'][2]['children'][27],6
values_changed,root['children'][4]['children'][2]['children'][0],6
values_changed,root['children'][4]['children'][2]['children'][6],6
values_changed,root['children'][4]['children'][2]['children'][15],6
values_changed,root['children'][4]['children'][2]['children'][5],6
values_changed,root['children'][4]['children'][1]['children'][6],6
values_changed,root['children'][4]['children'][2]['children'][29],6
values_changed,root['children'][4]['children'][1]['children'][5],6
values_changed,root['children'][4]['children'][2]['children'][9],6
values_changed,root['children'][4]['children'][2]['children'][20],6
values_changed,root['children'][4]['children'][2]['children'][26],6
values_changed,root['children'][4]['children'][2]['children'][28],6
values_changed,root['children'][4]['children'][1]['children'][10],6
values_changed,root['children'][4]['children'][1]['children'][3],6
values_changed,root['children'][4]['children'][1]['children'][11],6
iterable_item_added,root['children'][4]['children'][2]['children'][4],6
iterable_item_added,root['children'][4]['children'][2]['children'][10],6
iterable_item_added,root['children'][4]['children'][2]['children'][14],6
iterable_item_added,root['children'][4]['children'][2]['children'][18],6
iterable_item_added,root['children'][4]['children'][2]['children'][25],6
iterable_item_added,root['children'][4]['children'][2]['children'][30],6
iterable_item_added,root['children'][4]['children'][2]['children'][31],6
iterable_item_added,root['children'][4]['children'][2]['children'][32],6
iterable_item_added,root['children'][4]['children'][2]['children'][33],6
iterable_item_added,root['children'][4]['children'][2]['children'][34],6
iterable_item_added,root['children'][4]['children'][2]['children'][35],6
iterable_item_added,root['children'][4]['children'][2]['children'][36],6
iterable_item_added,root['children'][4]['children'][2]['children'][37],6
iterable_item_added,root['children'][4]['children'][2]['children'][38],6
iterable_item_added,root['children'][4]['children'][2]['children'][39],6
iterable_item_added,root['children'][4]['children'][2]['children'][40],6
iterable_item_added,root['children'][4]['children'][2]['children'][41],6
iterable_item_added,root['children'][4]['children'][2]['children'][42],6
iterable_item_added,root['children'][4]['children'][2]['children'][43],6
iterable_item_added,root['children'][4]['children'][2]['children'][44],6
iterable_item_added,root['children'][4]['children'][2]['children'][45],6
iterable_item_added,root['children'][4]['children'][2]['children'][46],6
iterable_item_added,root['children'][4]['children'][2]['children'][47],6
iterable_item_added,root['children'][4]['children'][2]['children'][48],6
iterable_item_added,root['children'][4]['children'][2]['children'][49],6
iterable_item_added,root['children'][4]['children'][2]['children'][50],6
iterable_item_added,root['children'][4]['children'][2]['children'][51],6
iterable_item_added,root['children'][4]['children'][2]['children'][52],6
iterable_item_added,root['children'][4]['children'][2]['children'][53],6
iterable_item_added,root['children'][4]['children'][2]['children'][54],6
iterable_item_added,root['children'][4]['children'][2]['children'][55],6
iterable_item_added,root['children'][4]['children'][2]['children'][56],6
iterable_item_added,root['children'][4]['children'][2]['children'][57],6
iterable_item_added,root['children'][4]['children'][2]['children'][58],6
iterable_item_added,root['children'][4]['children'][2]['children'][59],6
iterable_item_added,root['children'][4]['children'][2]['children'][60],6
iterable_item_added,root['children'][4]['children'][2]['children'][61],6
iterable_item_added,root['children'][4]['children'][2]['children'][62],6
iterable_item_added,root['children'][4]['children'][2]['children'][63],6
iterable_item_added,root['children'][4]['children'][2]['children'][64],6
iterable_item_added,root['children'][4]['children'][2]['children'][65],6
iterable_item_added,root['children'][4]['children'][2]['children'][66],6
iterable_item_added,root['children'][4]['children'][2]['children'][67],6
iterable_item_added,root['children'][4]['children'][2]['children'][68],6
iterable_item_added,root['children'][4]['children'][2]['children'][69],6
iterable_item_added,root['children'][4]['children'][2]['children'][70],6
iterable_item_added,root['children'][4]['children'][2]['children'][71],6
iterable_item_added,root['children'][4]['children'][2]['children'][72],6
iterable_item_added,root['children'][4]['children'][2]['children'][73],6
iterable_item_added,root['children'][4]['children'][2]['children'][74],6
iterable_item_added,root['children'][4]['children'][1]['children'][8],6
iterable_item_removed,root['children'][4]['children'][2]['children'][1],6
iterable_item_removed,root['children'][4]['children'][2]['children'][8],6
iterable_item_removed,root['children'][4]['children'][1]['children'][13],6
iterable_item_removed,root['children'][4]['children'][1]['children'][14],6
iterable_item_removed,root['children'][4]['children'][1]['children'][15],6
iterable_item_removed,root['children'][4]['children'][1]['children'][16],6
iterable_item_removed,root['children'][4]['children'][1]['children'][17],6
iterable_item_removed,root['children'][4]['children'][1]['children'][18],6
iterable_item_removed,root['children'][4]['children'][1]['children'][19],6
iterable_item_removed,root['children'][4]['children'][1]['children'][20],6
